LAST SEEN   TYPE      REASON                          OBJECT                                             MESSAGE
6m13s       Normal    Killing                         pod/mvp-icap-service-5587bcd485-hv8bv              Stopping container mvp-icap-service
21m         Normal    Scheduled                       pod/mvp-icap-service-5587bcd485-kmh4w              Successfully assigned icap-adaptation/mvp-icap-service-5587bcd485-kmh4w to aks-icaptestnode-10971123-vmss00000s
21m         Normal    Pulling                         pod/mvp-icap-service-5587bcd485-kmh4w              Pulling image "glasswallsolutions/mvp-icap-service:main-5e3bd61"
21m         Normal    Pulled                          pod/mvp-icap-service-5587bcd485-kmh4w              Successfully pulled image "glasswallsolutions/mvp-icap-service:main-5e3bd61"
21m         Normal    Created                         pod/mvp-icap-service-5587bcd485-kmh4w              Created container mvp-icap-service
21m         Normal    Started                         pod/mvp-icap-service-5587bcd485-kmh4w              Started container mvp-icap-service
6m16s       Normal    Killing                         pod/mvp-icap-service-5587bcd485-kmh4w              Stopping container mvp-icap-service
21m         Normal    Scheduled                       pod/mvp-icap-service-5587bcd485-n9xsc              Successfully assigned icap-adaptation/mvp-icap-service-5587bcd485-n9xsc to aks-icaptestnode-10971123-vmss00001l
21m         Normal    Pulling                         pod/mvp-icap-service-5587bcd485-n9xsc              Pulling image "glasswallsolutions/mvp-icap-service:main-5e3bd61"
21m         Normal    Pulled                          pod/mvp-icap-service-5587bcd485-n9xsc              Successfully pulled image "glasswallsolutions/mvp-icap-service:main-5e3bd61"
21m         Normal    Created                         pod/mvp-icap-service-5587bcd485-n9xsc              Created container mvp-icap-service
21m         Normal    Started                         pod/mvp-icap-service-5587bcd485-n9xsc              Started container mvp-icap-service
6m19s       Normal    Killing                         pod/mvp-icap-service-5587bcd485-n9xsc              Stopping container mvp-icap-service
33m         Normal    Scheduled                       pod/mvp-icap-service-5587bcd485-ng6xg              Successfully assigned icap-adaptation/mvp-icap-service-5587bcd485-ng6xg to aks-icaptestnode-10971123-vmss000001
33m         Normal    Pulling                         pod/mvp-icap-service-5587bcd485-ng6xg              Pulling image "glasswallsolutions/mvp-icap-service:main-5e3bd61"
33m         Normal    Pulled                          pod/mvp-icap-service-5587bcd485-ng6xg              Successfully pulled image "glasswallsolutions/mvp-icap-service:main-5e3bd61"
33m         Normal    Created                         pod/mvp-icap-service-5587bcd485-ng6xg              Created container mvp-icap-service
33m         Normal    Started                         pod/mvp-icap-service-5587bcd485-ng6xg              Started container mvp-icap-service
6m18s       Normal    Killing                         pod/mvp-icap-service-5587bcd485-ng6xg              Stopping container mvp-icap-service
21m         Normal    Scheduled                       pod/mvp-icap-service-5587bcd485-njvbl              Successfully assigned icap-adaptation/mvp-icap-service-5587bcd485-njvbl to aks-icaptestnode-10971123-vmss00000c
21m         Normal    Pulling                         pod/mvp-icap-service-5587bcd485-njvbl              Pulling image "glasswallsolutions/mvp-icap-service:main-5e3bd61"
21m         Normal    Pulled                          pod/mvp-icap-service-5587bcd485-njvbl              Successfully pulled image "glasswallsolutions/mvp-icap-service:main-5e3bd61"
21m         Normal    Created                         pod/mvp-icap-service-5587bcd485-njvbl              Created container mvp-icap-service
21m         Normal    Started                         pod/mvp-icap-service-5587bcd485-njvbl              Started container mvp-icap-service
6m16s       Normal    Killing                         pod/mvp-icap-service-5587bcd485-njvbl              Stopping container mvp-icap-service
21m         Normal    Scheduled                       pod/mvp-icap-service-5587bcd485-phx9s              Successfully assigned icap-adaptation/mvp-icap-service-5587bcd485-phx9s to aks-icaptestnode-10971123-vmss000016
21m         Normal    Pulling                         pod/mvp-icap-service-5587bcd485-phx9s              Pulling image "glasswallsolutions/mvp-icap-service:main-5e3bd61"
21m         Normal    Pulled                          pod/mvp-icap-service-5587bcd485-phx9s              Successfully pulled image "glasswallsolutions/mvp-icap-service:main-5e3bd61"
21m         Normal    Created                         pod/mvp-icap-service-5587bcd485-phx9s              Created container mvp-icap-service
21m         Normal    Started                         pod/mvp-icap-service-5587bcd485-phx9s              Started container mvp-icap-service
6m16s       Normal    Killing                         pod/mvp-icap-service-5587bcd485-phx9s              Stopping container mvp-icap-service
21m         Normal    Scheduled                       pod/mvp-icap-service-5587bcd485-pqs6q              Successfully assigned icap-adaptation/mvp-icap-service-5587bcd485-pqs6q to aks-icaptestnode-10971123-vmss00000o
21m         Normal    Pulling                         pod/mvp-icap-service-5587bcd485-pqs6q              Pulling image "glasswallsolutions/mvp-icap-service:main-5e3bd61"
21m         Normal    Pulled                          pod/mvp-icap-service-5587bcd485-pqs6q              Successfully pulled image "glasswallsolutions/mvp-icap-service:main-5e3bd61"
21m         Normal    Created                         pod/mvp-icap-service-5587bcd485-pqs6q              Created container mvp-icap-service
21m         Normal    Started                         pod/mvp-icap-service-5587bcd485-pqs6q              Started container mvp-icap-service
6m14s       Normal    Killing                         pod/mvp-icap-service-5587bcd485-pqs6q              Stopping container mvp-icap-service
21m         Normal    Scheduled                       pod/mvp-icap-service-5587bcd485-q2cpb              Successfully assigned icap-adaptation/mvp-icap-service-5587bcd485-q2cpb to aks-icaptestnode-10971123-vmss000006
21m         Normal    Pulling                         pod/mvp-icap-service-5587bcd485-q2cpb              Pulling image "glasswallsolutions/mvp-icap-service:main-5e3bd61"
21m         Normal    Pulled                          pod/mvp-icap-service-5587bcd485-q2cpb              Successfully pulled image "glasswallsolutions/mvp-icap-service:main-5e3bd61"
21m         Normal    Created                         pod/mvp-icap-service-5587bcd485-q2cpb              Created container mvp-icap-service
21m         Normal    Started                         pod/mvp-icap-service-5587bcd485-q2cpb              Started container mvp-icap-service
6m16s       Normal    Killing                         pod/mvp-icap-service-5587bcd485-q2cpb              Stopping container mvp-icap-service
21m         Normal    Scheduled                       pod/mvp-icap-service-5587bcd485-qjxmd              Successfully assigned icap-adaptation/mvp-icap-service-5587bcd485-qjxmd to aks-icaptestnode-10971123-vmss00002p
21m         Normal    Pulling                         pod/mvp-icap-service-5587bcd485-qjxmd              Pulling image "glasswallsolutions/mvp-icap-service:main-5e3bd61"
21m         Normal    Pulled                          pod/mvp-icap-service-5587bcd485-qjxmd              Successfully pulled image "glasswallsolutions/mvp-icap-service:main-5e3bd61"
21m         Normal    Created                         pod/mvp-icap-service-5587bcd485-qjxmd              Created container mvp-icap-service
21m         Normal    Started                         pod/mvp-icap-service-5587bcd485-qjxmd              Started container mvp-icap-service
6m15s       Normal    Killing                         pod/mvp-icap-service-5587bcd485-qjxmd              Stopping container mvp-icap-service
21m         Normal    Scheduled                       pod/mvp-icap-service-5587bcd485-r7lhr              Successfully assigned icap-adaptation/mvp-icap-service-5587bcd485-r7lhr to aks-icaptestnode-10971123-vmss00000w
21m         Normal    Pulling                         pod/mvp-icap-service-5587bcd485-r7lhr              Pulling image "glasswallsolutions/mvp-icap-service:main-5e3bd61"
21m         Normal    Pulled                          pod/mvp-icap-service-5587bcd485-r7lhr              Successfully pulled image "glasswallsolutions/mvp-icap-service:main-5e3bd61"
21m         Normal    Created                         pod/mvp-icap-service-5587bcd485-r7lhr              Created container mvp-icap-service
21m         Normal    Started                         pod/mvp-icap-service-5587bcd485-r7lhr              Started container mvp-icap-service
6m13s       Normal    Killing                         pod/mvp-icap-service-5587bcd485-r7lhr              Stopping container mvp-icap-service
21m         Normal    Scheduled                       pod/mvp-icap-service-5587bcd485-rc5m5              Successfully assigned icap-adaptation/mvp-icap-service-5587bcd485-rc5m5 to aks-icaptestnode-10971123-vmss00000h
21m         Normal    Pulling                         pod/mvp-icap-service-5587bcd485-rc5m5              Pulling image "glasswallsolutions/mvp-icap-service:main-5e3bd61"
21m         Normal    Pulled                          pod/mvp-icap-service-5587bcd485-rc5m5              Successfully pulled image "glasswallsolutions/mvp-icap-service:main-5e3bd61"
21m         Normal    Created                         pod/mvp-icap-service-5587bcd485-rc5m5              Created container mvp-icap-service
21m         Normal    Started                         pod/mvp-icap-service-5587bcd485-rc5m5              Started container mvp-icap-service
6m13s       Normal    Killing                         pod/mvp-icap-service-5587bcd485-rc5m5              Stopping container mvp-icap-service
21m         Normal    Scheduled                       pod/mvp-icap-service-5587bcd485-rkfs7              Successfully assigned icap-adaptation/mvp-icap-service-5587bcd485-rkfs7 to aks-icaptestnode-10971123-vmss00001w
21m         Normal    Pulling                         pod/mvp-icap-service-5587bcd485-rkfs7              Pulling image "glasswallsolutions/mvp-icap-service:main-5e3bd61"
21m         Normal    Pulled                          pod/mvp-icap-service-5587bcd485-rkfs7              Successfully pulled image "glasswallsolutions/mvp-icap-service:main-5e3bd61"
21m         Normal    Created                         pod/mvp-icap-service-5587bcd485-rkfs7              Created container mvp-icap-service
21m         Normal    Started                         pod/mvp-icap-service-5587bcd485-rkfs7              Started container mvp-icap-service
6m13s       Normal    Killing                         pod/mvp-icap-service-5587bcd485-rkfs7              Stopping container mvp-icap-service
21m         Normal    Scheduled                       pod/mvp-icap-service-5587bcd485-rzqwm              Successfully assigned icap-adaptation/mvp-icap-service-5587bcd485-rzqwm to aks-icaptestnode-10971123-vmss00000l
21m         Normal    Pulling                         pod/mvp-icap-service-5587bcd485-rzqwm              Pulling image "glasswallsolutions/mvp-icap-service:main-5e3bd61"
21m         Normal    Pulled                          pod/mvp-icap-service-5587bcd485-rzqwm              Successfully pulled image "glasswallsolutions/mvp-icap-service:main-5e3bd61"
21m         Normal    Created                         pod/mvp-icap-service-5587bcd485-rzqwm              Created container mvp-icap-service
21m         Normal    Started                         pod/mvp-icap-service-5587bcd485-rzqwm              Started container mvp-icap-service
6m17s       Normal    Killing                         pod/mvp-icap-service-5587bcd485-rzqwm              Stopping container mvp-icap-service
21m         Normal    Scheduled                       pod/mvp-icap-service-5587bcd485-sjcbx              Successfully assigned icap-adaptation/mvp-icap-service-5587bcd485-sjcbx to aks-icaptestnode-10971123-vmss00000d
21m         Normal    Pulling                         pod/mvp-icap-service-5587bcd485-sjcbx              Pulling image "glasswallsolutions/mvp-icap-service:main-5e3bd61"
21m         Normal    Pulled                          pod/mvp-icap-service-5587bcd485-sjcbx              Successfully pulled image "glasswallsolutions/mvp-icap-service:main-5e3bd61"
21m         Normal    Created                         pod/mvp-icap-service-5587bcd485-sjcbx              Created container mvp-icap-service
21m         Normal    Started                         pod/mvp-icap-service-5587bcd485-sjcbx              Started container mvp-icap-service
6m19s       Normal    Killing                         pod/mvp-icap-service-5587bcd485-sjcbx              Stopping container mvp-icap-service
21m         Normal    Scheduled                       pod/mvp-icap-service-5587bcd485-sprhx              Successfully assigned icap-adaptation/mvp-icap-service-5587bcd485-sprhx to aks-icaptestnode-10971123-vmss00000t
21m         Normal    Pulling                         pod/mvp-icap-service-5587bcd485-sprhx              Pulling image "glasswallsolutions/mvp-icap-service:main-5e3bd61"
21m         Normal    Pulled                          pod/mvp-icap-service-5587bcd485-sprhx              Successfully pulled image "glasswallsolutions/mvp-icap-service:main-5e3bd61"
21m         Normal    Created                         pod/mvp-icap-service-5587bcd485-sprhx              Created container mvp-icap-service
21m         Normal    Started                         pod/mvp-icap-service-5587bcd485-sprhx              Started container mvp-icap-service
6m19s       Normal    Killing                         pod/mvp-icap-service-5587bcd485-sprhx              Stopping container mvp-icap-service
37m         Normal    Scheduled                       pod/mvp-icap-service-5587bcd485-td9jk              Successfully assigned icap-adaptation/mvp-icap-service-5587bcd485-td9jk to aks-icaptestnode-10971123-vmss000001
35m         Warning   FailedMount                     pod/mvp-icap-service-5587bcd485-td9jk              Unable to attach or mount volumes: unmounted volumes=[tls-config-vol default-token-pnl56 source-vol target-vol], unattached volumes=[tls-config-vol default-token-pnl56 source-vol target-vol]: timed out waiting for the condition
21m         Normal    Scheduled                       pod/mvp-icap-service-5587bcd485-vj6xt              Successfully assigned icap-adaptation/mvp-icap-service-5587bcd485-vj6xt to aks-icaptestnode-10971123-vmss00001k
21m         Normal    Pulling                         pod/mvp-icap-service-5587bcd485-vj6xt              Pulling image "glasswallsolutions/mvp-icap-service:main-5e3bd61"
21m         Normal    Pulled                          pod/mvp-icap-service-5587bcd485-vj6xt              Successfully pulled image "glasswallsolutions/mvp-icap-service:main-5e3bd61"
21m         Normal    Created                         pod/mvp-icap-service-5587bcd485-vj6xt              Created container mvp-icap-service
21m         Normal    Started                         pod/mvp-icap-service-5587bcd485-vj6xt              Started container mvp-icap-service
6m16s       Normal    Killing                         pod/mvp-icap-service-5587bcd485-vj6xt              Stopping container mvp-icap-service
21m         Normal    Scheduled                       pod/mvp-icap-service-5587bcd485-vkb5z              Successfully assigned icap-adaptation/mvp-icap-service-5587bcd485-vkb5z to aks-icaptestnode-10971123-vmss000012
21m         Normal    Pulling                         pod/mvp-icap-service-5587bcd485-vkb5z              Pulling image "glasswallsolutions/mvp-icap-service:main-5e3bd61"
21m         Normal    Pulled                          pod/mvp-icap-service-5587bcd485-vkb5z              Successfully pulled image "glasswallsolutions/mvp-icap-service:main-5e3bd61"
21m         Normal    Created                         pod/mvp-icap-service-5587bcd485-vkb5z              Created container mvp-icap-service
21m         Normal    Started                         pod/mvp-icap-service-5587bcd485-vkb5z              Started container mvp-icap-service
6m19s       Normal    Killing                         pod/mvp-icap-service-5587bcd485-vkb5z              Stopping container mvp-icap-service
21m         Normal    Scheduled                       pod/mvp-icap-service-5587bcd485-vsqk4              Successfully assigned icap-adaptation/mvp-icap-service-5587bcd485-vsqk4 to aks-icaptestnode-10971123-vmss00001u
21m         Normal    Pulling                         pod/mvp-icap-service-5587bcd485-vsqk4              Pulling image "glasswallsolutions/mvp-icap-service:main-5e3bd61"
21m         Normal    Pulled                          pod/mvp-icap-service-5587bcd485-vsqk4              Successfully pulled image "glasswallsolutions/mvp-icap-service:main-5e3bd61"
21m         Normal    Created                         pod/mvp-icap-service-5587bcd485-vsqk4              Created container mvp-icap-service
21m         Normal    Started                         pod/mvp-icap-service-5587bcd485-vsqk4              Started container mvp-icap-service
6m14s       Normal    Killing                         pod/mvp-icap-service-5587bcd485-vsqk4              Stopping container mvp-icap-service
21m         Normal    Scheduled                       pod/mvp-icap-service-5587bcd485-w65tl              Successfully assigned icap-adaptation/mvp-icap-service-5587bcd485-w65tl to aks-icaptestnode-10971123-vmss000017
21m         Normal    Pulling                         pod/mvp-icap-service-5587bcd485-w65tl              Pulling image "glasswallsolutions/mvp-icap-service:main-5e3bd61"
21m         Normal    Pulled                          pod/mvp-icap-service-5587bcd485-w65tl              Successfully pulled image "glasswallsolutions/mvp-icap-service:main-5e3bd61"
21m         Normal    Created                         pod/mvp-icap-service-5587bcd485-w65tl              Created container mvp-icap-service
21m         Normal    Started                         pod/mvp-icap-service-5587bcd485-w65tl              Started container mvp-icap-service
6m14s       Normal    Killing                         pod/mvp-icap-service-5587bcd485-w65tl              Stopping container mvp-icap-service
21m         Normal    Scheduled                       pod/mvp-icap-service-5587bcd485-w7hsv              Successfully assigned icap-adaptation/mvp-icap-service-5587bcd485-w7hsv to aks-icaptestnode-10971123-vmss000018
21m         Normal    Pulling                         pod/mvp-icap-service-5587bcd485-w7hsv              Pulling image "glasswallsolutions/mvp-icap-service:main-5e3bd61"
21m         Normal    Pulled                          pod/mvp-icap-service-5587bcd485-w7hsv              Successfully pulled image "glasswallsolutions/mvp-icap-service:main-5e3bd61"
21m         Normal    Created                         pod/mvp-icap-service-5587bcd485-w7hsv              Created container mvp-icap-service
21m         Normal    Started                         pod/mvp-icap-service-5587bcd485-w7hsv              Started container mvp-icap-service
6m14s       Normal    Killing                         pod/mvp-icap-service-5587bcd485-w7hsv              Stopping container mvp-icap-service
21m         Normal    Scheduled                       pod/mvp-icap-service-5587bcd485-xd65s              Successfully assigned icap-adaptation/mvp-icap-service-5587bcd485-xd65s to aks-icaptestnode-10971123-vmss00002c
21m         Normal    Pulling                         pod/mvp-icap-service-5587bcd485-xd65s              Pulling image "glasswallsolutions/mvp-icap-service:main-5e3bd61"
21m         Normal    Pulled                          pod/mvp-icap-service-5587bcd485-xd65s              Successfully pulled image "glasswallsolutions/mvp-icap-service:main-5e3bd61"
21m         Normal    Created                         pod/mvp-icap-service-5587bcd485-xd65s              Created container mvp-icap-service
21m         Normal    Started                         pod/mvp-icap-service-5587bcd485-xd65s              Started container mvp-icap-service
6m16s       Normal    Killing                         pod/mvp-icap-service-5587bcd485-xd65s              Stopping container mvp-icap-service
37m         Normal    SuccessfulCreate                replicaset/mvp-icap-service-5587bcd485             Created pod: mvp-icap-service-5587bcd485-td9jk
37m         Normal    SuccessfulCreate                replicaset/mvp-icap-service-5587bcd485             Created pod: mvp-icap-service-5587bcd485-2qfpz
37m         Normal    SuccessfulDelete                replicaset/mvp-icap-service-5587bcd485             Deleted pod: mvp-icap-service-5587bcd485-td9jk
37m         Normal    SuccessfulDelete                replicaset/mvp-icap-service-5587bcd485             Deleted pod: mvp-icap-service-5587bcd485-2qfpz
33m         Normal    SuccessfulCreate                replicaset/mvp-icap-service-5587bcd485             Created pod: mvp-icap-service-5587bcd485-ng6xg
33m         Normal    SuccessfulCreate                replicaset/mvp-icap-service-5587bcd485             Created pod: mvp-icap-service-5587bcd485-5vw6j
21m         Normal    SuccessfulCreate                replicaset/mvp-icap-service-5587bcd485             Created pod: mvp-icap-service-5587bcd485-xd65s
21m         Normal    SuccessfulCreate                replicaset/mvp-icap-service-5587bcd485             Created pod: mvp-icap-service-5587bcd485-5mfx2
21m         Normal    SuccessfulCreate                replicaset/mvp-icap-service-5587bcd485             Created pod: mvp-icap-service-5587bcd485-phx9s
21m         Normal    SuccessfulCreate                replicaset/mvp-icap-service-5587bcd485             Created pod: mvp-icap-service-5587bcd485-4njbx
21m         Normal    SuccessfulCreate                replicaset/mvp-icap-service-5587bcd485             Created pod: mvp-icap-service-5587bcd485-q2cpb
21m         Normal    SuccessfulCreate                replicaset/mvp-icap-service-5587bcd485             Created pod: mvp-icap-service-5587bcd485-rc5m5
21m         Normal    SuccessfulCreate                replicaset/mvp-icap-service-5587bcd485             Created pod: mvp-icap-service-5587bcd485-r7lhr
21m         Normal    SuccessfulCreate                replicaset/mvp-icap-service-5587bcd485             Created pod: mvp-icap-service-5587bcd485-2v4n8
21m         Normal    SuccessfulCreate                replicaset/mvp-icap-service-5587bcd485             (combined from similar events): Created pod: mvp-icap-service-5587bcd485-2qdkx
3m54s       Normal    SuccessfulCreate                replicaset/mvp-icap-service-5587bcd485             Created pod: mvp-icap-service-5587bcd485-69n4p
37m         Normal    ScalingReplicaSet               deployment/mvp-icap-service                        Scaled down replica set mvp-icap-service-5587bcd485 to 1
33m         Normal    ScalingReplicaSet               deployment/mvp-icap-service                        Scaled up replica set mvp-icap-service-5587bcd485 to 3
21m         Normal    ScalingReplicaSet               deployment/mvp-icap-service                        Scaled up replica set mvp-icap-service-5587bcd485 to 50
3m54s       Normal    ScalingReplicaSet               deployment/mvp-icap-service                        Scaled up replica set mvp-icap-service-5587bcd485 to 1
60m         Normal    Scheduled                       pod/pod-janitor-1606496040-66hpj                   Successfully assigned icap-adaptation/pod-janitor-1606496040-66hpj to aks-icaptestnode-10971123-vmss000000
60m         Normal    Pulled                          pod/pod-janitor-1606496040-66hpj                   Container image "glasswallsolutions/pod-janitor:main-5ce5e69" already present on machine
60m         Normal    Created                         pod/pod-janitor-1606496040-66hpj                   Created container pod-janitor
60m         Normal    Started                         pod/pod-janitor-1606496040-66hpj                   Started container pod-janitor
60m         Normal    SandboxChanged                  pod/pod-janitor-1606496040-66hpj                   Pod sandbox changed, it will be killed and re-created.
60m         Normal    SuccessfulCreate                job/pod-janitor-1606496040                         Created pod: pod-janitor-1606496040-66hpj
60m         Normal    Completed                       job/pod-janitor-1606496040                         Job completed
59m         Normal    Scheduled                       pod/pod-janitor-1606496100-r6sb7                   Successfully assigned icap-adaptation/pod-janitor-1606496100-r6sb7 to aks-icaptestnode-10971123-vmss000000
59m         Normal    Pulled                          pod/pod-janitor-1606496100-r6sb7                   Container image "glasswallsolutions/pod-janitor:main-5ce5e69" already present on machine
59m         Normal    Created                         pod/pod-janitor-1606496100-r6sb7                   Created container pod-janitor
59m         Normal    Started                         pod/pod-janitor-1606496100-r6sb7                   Started container pod-janitor
59m         Normal    SandboxChanged                  pod/pod-janitor-1606496100-r6sb7                   Pod sandbox changed, it will be killed and re-created.
59m         Normal    SuccessfulCreate                job/pod-janitor-1606496100                         Created pod: pod-janitor-1606496100-r6sb7
59m         Normal    Completed                       job/pod-janitor-1606496100                         Job completed
58m         Normal    Scheduled                       pod/pod-janitor-1606496160-9vwpv                   Successfully assigned icap-adaptation/pod-janitor-1606496160-9vwpv to aks-icaptestnode-10971123-vmss000000
58m         Normal    Pulled                          pod/pod-janitor-1606496160-9vwpv                   Container image "glasswallsolutions/pod-janitor:main-5ce5e69" already present on machine
58m         Normal    Created                         pod/pod-janitor-1606496160-9vwpv                   Created container pod-janitor
58m         Normal    Started                         pod/pod-janitor-1606496160-9vwpv                   Started container pod-janitor
58m         Normal    SandboxChanged                  pod/pod-janitor-1606496160-9vwpv                   Pod sandbox changed, it will be killed and re-created.
58m         Normal    SuccessfulCreate                job/pod-janitor-1606496160                         Created pod: pod-janitor-1606496160-9vwpv
58m         Normal    Completed                       job/pod-janitor-1606496160                         Job completed
57m         Normal    Scheduled                       pod/pod-janitor-1606496220-bpn8n                   Successfully assigned icap-adaptation/pod-janitor-1606496220-bpn8n to aks-icaptestnode-10971123-vmss000000
57m         Normal    Pulled                          pod/pod-janitor-1606496220-bpn8n                   Container image "glasswallsolutions/pod-janitor:main-5ce5e69" already present on machine
57m         Normal    Created                         pod/pod-janitor-1606496220-bpn8n                   Created container pod-janitor
57m         Normal    Started                         pod/pod-janitor-1606496220-bpn8n                   Started container pod-janitor
57m         Normal    SuccessfulCreate                job/pod-janitor-1606496220                         Created pod: pod-janitor-1606496220-bpn8n
57m         Normal    Completed                       job/pod-janitor-1606496220                         Job completed
56m         Normal    Scheduled                       pod/pod-janitor-1606496280-w7pb4                   Successfully assigned icap-adaptation/pod-janitor-1606496280-w7pb4 to aks-icaptestnode-10971123-vmss000000
56m         Normal    Pulled                          pod/pod-janitor-1606496280-w7pb4                   Container image "glasswallsolutions/pod-janitor:main-5ce5e69" already present on machine
56m         Normal    Created                         pod/pod-janitor-1606496280-w7pb4                   Created container pod-janitor
56m         Normal    Started                         pod/pod-janitor-1606496280-w7pb4                   Started container pod-janitor
56m         Normal    SandboxChanged                  pod/pod-janitor-1606496280-w7pb4                   Pod sandbox changed, it will be killed and re-created.
56m         Normal    SuccessfulCreate                job/pod-janitor-1606496280                         Created pod: pod-janitor-1606496280-w7pb4
56m         Normal    Completed                       job/pod-janitor-1606496280                         Job completed
55m         Normal    Scheduled                       pod/pod-janitor-1606496340-rlp5f                   Successfully assigned icap-adaptation/pod-janitor-1606496340-rlp5f to aks-icaptestnode-10971123-vmss000000
55m         Normal    Pulled                          pod/pod-janitor-1606496340-rlp5f                   Container image "glasswallsolutions/pod-janitor:main-5ce5e69" already present on machine
55m         Normal    Created                         pod/pod-janitor-1606496340-rlp5f                   Created container pod-janitor
55m         Normal    Started                         pod/pod-janitor-1606496340-rlp5f                   Started container pod-janitor
55m         Normal    SuccessfulCreate                job/pod-janitor-1606496340                         Created pod: pod-janitor-1606496340-rlp5f
55m         Normal    Completed                       job/pod-janitor-1606496340                         Job completed
54m         Normal    Scheduled                       pod/pod-janitor-1606496400-zzcr4                   Successfully assigned icap-adaptation/pod-janitor-1606496400-zzcr4 to aks-icaptestnode-10971123-vmss000000
54m         Normal    Pulled                          pod/pod-janitor-1606496400-zzcr4                   Container image "glasswallsolutions/pod-janitor:main-5ce5e69" already present on machine
54m         Normal    Created                         pod/pod-janitor-1606496400-zzcr4                   Created container pod-janitor
54m         Normal    Started                         pod/pod-janitor-1606496400-zzcr4                   Started container pod-janitor
54m         Normal    SuccessfulCreate                job/pod-janitor-1606496400                         Created pod: pod-janitor-1606496400-zzcr4
54m         Normal    Completed                       job/pod-janitor-1606496400                         Job completed
53m         Normal    Scheduled                       pod/pod-janitor-1606496460-w26x4                   Successfully assigned icap-adaptation/pod-janitor-1606496460-w26x4 to aks-icaptestnode-10971123-vmss000000
53m         Normal    Pulled                          pod/pod-janitor-1606496460-w26x4                   Container image "glasswallsolutions/pod-janitor:main-5ce5e69" already present on machine
53m         Normal    Created                         pod/pod-janitor-1606496460-w26x4                   Created container pod-janitor
53m         Normal    Started                         pod/pod-janitor-1606496460-w26x4                   Started container pod-janitor
53m         Normal    SandboxChanged                  pod/pod-janitor-1606496460-w26x4                   Pod sandbox changed, it will be killed and re-created.
53m         Normal    SuccessfulCreate                job/pod-janitor-1606496460                         Created pod: pod-janitor-1606496460-w26x4
53m         Normal    Completed                       job/pod-janitor-1606496460                         Job completed
52m         Normal    Scheduled                       pod/pod-janitor-1606496520-hg4dk                   Successfully assigned icap-adaptation/pod-janitor-1606496520-hg4dk to aks-icaptestnode-10971123-vmss000000
52m         Normal    Pulled                          pod/pod-janitor-1606496520-hg4dk                   Container image "glasswallsolutions/pod-janitor:main-5ce5e69" already present on machine
52m         Normal    Created                         pod/pod-janitor-1606496520-hg4dk                   Created container pod-janitor
52m         Normal    Started                         pod/pod-janitor-1606496520-hg4dk                   Started container pod-janitor
52m         Normal    SandboxChanged                  pod/pod-janitor-1606496520-hg4dk                   Pod sandbox changed, it will be killed and re-created.
52m         Warning   FailedCreatePodSandBox          pod/pod-janitor-1606496520-hg4dk                   Failed to create pod sandbox: rpc error: code = Unknown desc = failed to start sandbox container for pod "pod-janitor-1606496520-hg4dk": Error response from daemon: OCI runtime create failed: container_linux.go:370: starting container process caused: process_linux.go:459: container init caused: process_linux.go:448: writing syncT 'resume' caused: write init-p: broken pipe: unknown
52m         Normal    SuccessfulCreate                job/pod-janitor-1606496520                         Created pod: pod-janitor-1606496520-hg4dk
52m         Normal    Completed                       job/pod-janitor-1606496520                         Job completed
51m         Normal    Scheduled                       pod/pod-janitor-1606496580-87skk                   Successfully assigned icap-adaptation/pod-janitor-1606496580-87skk to aks-icaptestnode-10971123-vmss000000
51m         Normal    Pulled                          pod/pod-janitor-1606496580-87skk                   Container image "glasswallsolutions/pod-janitor:main-5ce5e69" already present on machine
51m         Normal    Created                         pod/pod-janitor-1606496580-87skk                   Created container pod-janitor
51m         Normal    Started                         pod/pod-janitor-1606496580-87skk                   Started container pod-janitor
51m         Normal    SandboxChanged                  pod/pod-janitor-1606496580-87skk                   Pod sandbox changed, it will be killed and re-created.
51m         Normal    SuccessfulCreate                job/pod-janitor-1606496580                         Created pod: pod-janitor-1606496580-87skk
51m         Normal    Completed                       job/pod-janitor-1606496580                         Job completed
50m         Normal    Scheduled                       pod/pod-janitor-1606496640-5z5xw                   Successfully assigned icap-adaptation/pod-janitor-1606496640-5z5xw to aks-icaptestnode-10971123-vmss000000
50m         Normal    Pulled                          pod/pod-janitor-1606496640-5z5xw                   Container image "glasswallsolutions/pod-janitor:main-5ce5e69" already present on machine
50m         Normal    Created                         pod/pod-janitor-1606496640-5z5xw                   Created container pod-janitor
50m         Normal    Started                         pod/pod-janitor-1606496640-5z5xw                   Started container pod-janitor
50m         Normal    SandboxChanged                  pod/pod-janitor-1606496640-5z5xw                   Pod sandbox changed, it will be killed and re-created.
50m         Normal    SuccessfulCreate                job/pod-janitor-1606496640                         Created pod: pod-janitor-1606496640-5z5xw
50m         Normal    Completed                       job/pod-janitor-1606496640                         Job completed
49m         Normal    Scheduled                       pod/pod-janitor-1606496700-jxm7j                   Successfully assigned icap-adaptation/pod-janitor-1606496700-jxm7j to aks-icaptestnode-10971123-vmss000000
49m         Normal    Pulled                          pod/pod-janitor-1606496700-jxm7j                   Container image "glasswallsolutions/pod-janitor:main-5ce5e69" already present on machine
49m         Normal    Created                         pod/pod-janitor-1606496700-jxm7j                   Created container pod-janitor
49m         Normal    Started                         pod/pod-janitor-1606496700-jxm7j                   Started container pod-janitor
